2025-02-02T19:29:46Z,62.20000,25.20000,0.06941
2025-02-02T19:30:09Z,66.10000,25.30000,19.93907
2025-02-02T19:30:39Z,61.40000,26.10000,0.00000
2025-02-02T19:31:02Z,64.50000,26.20000,0.00000
2025-02-02T19:31:22Z,63.30000,26.10000,0.00000
2025-02-02T19:31:45Z,63.00000,26.00000,0.00000
2025-02-02T19:32:08Z,63.00000,25.80000,0.00000
2025-02-02T19:32:31Z,62.90000,25.80000,3.48163
2025-02-02T19:33:06Z,65.20000,25.50000,0.00000
2025-02-02T19:34:29Z,62.30000,25.20000,0.00000
2025-02-02T19:34:52Z,65.10000,25.30000,0.00000
2025-02-02T19:35:15Z,64.90000,25.30000,0.00000
2025-02-02T19:35:37Z,65.00000,25.20000,0.00000
2025-02-02T19:35:56Z,62.00000,25.30000,0.00000
2025-02-02T19:36:12Z,62.90000,25.30000,0.00000
2025-02-02T19:37:02Z,66.90000,25.40000,0.00000
2025-02-02T19:37:23Z,65.90000,25.40000,0.00000
2025-02-02T19:37:46Z,65.30000,25.50000,0.03225
2025-02-02T19:38:09Z,65.70000,25.40000,0.00000
2025-02-02T19:38:31Z,65.40000,25.40000,0.00000
